"review_id","order_id","review_score","review_comment_title","review_comment_message","review_creation_date","review_answer_timestamp"
"caf7d6d68090fedf0f47b27aff4b4eaf","c186ebe3937470a2f562a2dc0bc74dd7",5,null,null,"2017-12-05 00:00:00","2017-12-07 23:34:56"
"86c5cfa7fcbde303f704b60a78ced7d6","a6456e781cb962cc3f412b04de4fed7b",5,"Entrega perfeita","Muito bom. muito cheiroso.","2018-06-13 00:00:00","2018-06-14 17:29:03"
"6f3eb43ec2f5092cf04c8d705864a8ac","f3a9c397a2fa5a2366b4b96bc15737f6",5,null,null,"2018-03-11 00:00:00","2018-03-14 00:38:50"
"3dc0777d97733a1d066f5b781e91577f","44a9994228432b835c3a4e720b6a41ab",4,null,null,"2018-03-29 00:00:00","2018-03-31 00:13:07"
"e363a3c172db72d6a8b82d0726cd2ddb","1a36784e5c696071dad8a242f26b230f",5,null,null,"2018-01-25 00:00:00","2018-02-18 23:03:20"
"890ec1767be8eb104877db6d68eaade5","b3271f5ebce80cbecb67c5b88487a44a",5,null,"""otimo vendedor chegou ate antes do prazo , adorei o produto""","2017-05-13 00:00:00","2017-05-14 02:57:19"
"23f570a1b0db9566bee04521a0410c54","82c5edeff15e09a0460d292874766132",5,null,null,"2017-09-22 00:00:00","2017-09-23 13:57:39"
"7d9ac3e98adc0c8ad579e6a2257d79f9","dfa48852c93427261c98fb2e01f33bea",5,null,"Processo de compra tranquilo e eficiente.","2018-04-24 00:00:00","2018-04-25 16:01:03"
"c41bd21983e298a240410ebb391bf075","9562b424b05978a493db2a5122ecab1f",5,null,"Tomara q dure pois é de pelinho.","2017-05-19 00:00:00","2017-05-21 03:04:35"
"e233e51d11511bf30e568c76360ace52","548df2c6e5f089574614894bca78acf5",1,null,"recebi somente 1 controle Midea Split ESTILO.\r\nFaltou Controle Remoto para Ar Condicionado Consul","2018-01-28 00:00:00","2018-02-04 11:06:15"
"1a74d76543e1b419b48daebee364c281","14861b02076ed7da9471988265a0104b",5,null,null,"2018-07-14 00:00:00","2018-07-16 20:09:42"
"1edd1a85161468a77e5fcb165be9b294","d8e17cc85323061493b16b68a130bcff",5,"Ótimo",null,"2018-06-02 00:00:00","2018-06-02 23:15:37"
"94c4db81ff5c234f53b54a15a8a41583","3fb155b4897652f5cdf1b5efff32a465",5,null,null,"2017-12-15 00:00:00","2017-12-17 14:43:35"
"3d94fd645cdaacc8c9f0dc0a2a1f5166","4d483bf690ca21bdc005df9b623673c7",5,null,"boa","2017-03-21 00:00:00","2017-03-22 00:58:49"
"cb6fe4f91f83d9222b7c8e14959055e1","84226f5c73669d7711ca44aa9cac602a",3,null,null,"2018-05-10 00:00:00","2018-05-13 22:51:53"
"45a523faa4defdf60118a90301b8a23e","26c4ac9998f72d4fcdca3c6e27089f1b",3,null,null,"2017-10-27 00:00:00","2017-10-27 16:12:52"
"6eab2c9b7ea4975a0b0357a4c464b356","55101b36a58251926b6cbfdb540c0461",4,null,null,"2018-05-31 00:00:00","2018-06-04 23:44:16"
"500c05500aa275953129f49799ee5c73","8a9424899aac432d80d8e580932b5ee9",5,"MT lindo","MT lindo","2018-07-25 00:00:00","2018-07-25 21:37:22"
"399133d47ddc5f40df57c1ceba4e4540","603d76b730c972775ccf2a910bf23490",5,null,null,"2018-04-03 00:00:00","2018-04-03 23:39:36"
"6a0969d0769d2f3ff6438809a1cc455e","32638fbca8d1a197e649fd5138e12049",5,null,"Ocorreu tudo como contratado sendo a entrega realizada antes do prazo \r\n Estou satisfeita\r\n","2017-06-02 00:00:00","2017-06-03 13:12:07"
"8a64945e89526e68bc16383391590232","71960e6af960919256a958a3633e1040",5,null,"""Amei achei lindo ,muito delicado adorei""","2018-04-18 00:00:00","2018-04-18 22:30:45"
"ca7402594d96f3231ee1bbae27da1e29","36782087b0d4f8cd6daa340872006259",5,null,null,"2018-02-20 00:00:00","2018-02-21 01:40:57"
"c0dbf9a325d2a2fece43873be47191e1","b324f4270850cbba23533b9a9d3434a9",4,null,"""Ótima loja para parceria: rápidíssima, produtos bem embalados e de qualidade! Só o custo do frete que foi meio azedo.""","2018-04-04 00:00:00","2018-04-06 15:43:39"
"9924ac6169f2edc95ca3394e529f9580","a3ba7fa5266d62188949da3d6ccc3884",5,null,null,"2018-02-27 00:00:00","2018-03-02 08:33:35"
"e12a8d938f3092e010627d001f91d137","b3dca2e199b13ddabab4ed77d79ee9f6",5,null,null,"2018-06-03 00:00:00","2018-06-06 12:41:24"
"109b5ce2dd11bb8460eff3b86da6fefc","25362fbf6aac4b01a28dee1e076acc26",5,"Ótimo Produto! ","Recomendo o vendedor... ","2018-08-17 00:00:00","2018-08-17 21:47:08"
"6d06808638ec0701bccd70bc8d462c28","97d2f8fe76f2f253b8291e17b5383884",1,null,"""O produto não chegou no prazo estipulado e causou transtorno, pq programei a viagem de férias do meu filho, baseado no prazo. Moro na Bahia e ele em Cuiabá sozinho. Agora, a casa está vazia. ""","2016-12-09 00:00:00","2016-12-19 14:10:43"
"750d4311e8ddb6cba549ee86f06f0cca","4b32a4cdfc1b80066a8ee3a4b7a2094f",5,null,"""Produto entregue como solicitado, e com muita brevidade. Parabéns!\r\n""","2017-08-09 00:00:00","2017-08-09 12:03:45"
"951a3591f5bcc0b0c558461c9bf49d8e","801524a8fbd37484e8d8c23448f113b5",3,null,null,"2018-07-14 00:00:00","2018-07-14 21:04:31"
"77ed4f94b3638d1f0b0a2dd781c11a8c","5f8772295e1adb4e4832c988d6b631b6",5,null,null,"2018-04-10 00:00:00","2018-04-12 10:28:20"
"2a3eba09af2fbcd3a20580e62e7b7465","366df9c0b0d5d46f8afc476dc4ca7671",4,null,null,"2018-01-31 00:00:00","2018-02-01 02:09:13"
"8b230a1373c6dc4bd867099fda1d7039","071251fe3b3493294536f03737a8a679",3,null,"Eu comprei duas unidades e só recebi uma e agora o que faço?","2017-11-09 00:00:00","2017-11-10 10:38:37"
"4a1c0e7a111f33f2be53506db4887b1a","0feb8ce954124d3e3d8338c573a9c523",5,null,null,"2018-08-28 00:00:00","2018-08-29 02:00:24"
"cb2fc3e5711b5ae85e0491ee18af63ed","34e6d418f368f8079ae152bc178bc66a",3,null,"""Produto bom, porém o que veio para mim não condiz com a foto do anúncio.""","2018-01-31 00:00:00","2018-01-31 23:29:21"
"60c714ed14cef913944a3147094a4742","9ac05114800f02bfaa783bd76842dbe2",1,null,"""Produto muito inferior, mal acabado.""","2018-07-03 00:00:00","2018-07-05 19:03:52"
"b42460e68676135205af8b8c13baf6ae","5b2e79428198e5ce482f9ec1bd1014c3",5,null,null,"2017-07-29 00:00:00","2017-08-01 18:43:09"
"505587fad6e7130f579fe9f02017ede4","64ff87188034c4f3dcd52e63db7d045f",4,null,null,"2018-06-14 00:00:00","2018-06-18 22:53:04"
"c45811d9f90e22a81155b3a1e4a5c2e8","491f193fc52075598871cfe6f19976d4",5,"RECOMENDO SEMPRE!!","O kit mochila patrulha canina é lindo!! Meu netinho vai amar!! Obrigada!!","2018-06-19 00:00:00","2018-06-19 17:44:05"
"e29ab4a671400c41322e4855de633c6a","17b296b73ebefd6213299342b09f097f",5,null,"Maravilha ","2017-08-09 00:00:00","2017-08-11 23:28:46"
"c577faa817a66c6f1492728435f53cd0","97e11582eb8cdd7b83e35a4243d81f79",5,null,null,"2018-01-12 00:00:00","2018-01-14 22:44:58"
"8c6537ae1519a3c0375e4fd45438344b","a9a75c64cb5e9f7bc92e68ec13f05c45",5,null,null,"2018-04-06 00:00:00","2018-04-07 03:11:49"
"34e5d18f3bb64d586812f8f1d8b53097","bf6861804f97bcf7644f603c5bcf7784",4,null,null,"2017-03-31 00:00:00","2017-04-01 23:43:01"
"5733e2aeeb52b99d044a2a3644e1305d","5abb6c1ea24afdc6e26076bfaa7539cb",5,null,null,"2018-02-23 00:00:00","2018-02-23 11:06:24"
"a34d2c4ace97245460e240e07db0212d","9cd3b6a2b07667e425975a219b4fc382",5,null,null,"2018-05-15 00:00:00","2018-05-20 13:57:26"
"9bdb93e1339cdbc9bbfd95c5df00f82b","72b9d86fe4e984d9879013b9ecbb25db",5,null,null,"2018-04-24 00:00:00","2018-04-25 20:28:48"
"0bd4dcc4f6c4621baf37f73495cad8c4","a11cd01ac67beef7e8bf09740d8a35c1",3,null,"Entrega no prazo","2017-03-23 00:00:00","2017-03-23 21:20:16"
"888f11883ff85fa5c07e6ae1192d85c4","248907ae8054cb8e93d5aa44857779b4",5,null,"Cumpriu o prometido na compra e com o uma entrega em tempo satisfatório ","2018-01-04 00:00:00","2018-01-05 23:30:00"
"65dfeb60c40e3cbb0a1838285d86f885","a2714ecbf6eeb3bb9cd7dba6dc1c5e82",1,null,"Pedi reembolso e sem resposta até momento ","2018-03-08 00:00:00","2018-03-08 12:27:34"
"50a1eaa2f96d6f3e02d0cd68d92bab75","4a7cf245701068d38d441791b735e4bd",5,"***** Recomendo","Super rápido.","2018-05-10 00:00:00","2018-05-11 03:08:49"
"1090909faae22e5ab76903e8493063f1","a1341cb83bbf1b47392f4a3685d56bad",1,null,null,"2018-03-07 00:00:00","2018-03-07 15:32:23"
"7b2d3a4794961271f9150b21fecfeed0","2964eb001b521cc23017f1c007a6712b",5,null,null,"2018-04-06 00:00:00","2018-04-08 18:42:33"
"31b63ea961f9f43c21209d729d1c78e5","46d2d651f006b9b9440d1aa37d89c894",5,null,null,"2018-08-17 00:00:00","2018-08-31 03:13:36"
"4d36f8266245b00faebc520e9cd963c0","b1cc044d321053348a5e482ca7e6b2e3",2,null,null,"2018-03-17 00:00:00","2018-03-17 09:29:47"
"71bc170a5ad41ee9dee95f82a17860a8","a90b081d0efa436e072d5328ecd904a4",5,null,null,"2017-08-03 00:00:00","2017-08-03 23:40:22"
"c5be8de5421e658a45042d6ca6a4ff64","61665389f0cccf5ec8135e3b05efc714",5,null,null,"2017-12-12 00:00:00","2017-12-13 22:58:34"
"0c8b57ea62de568f13a0e101d344977e","41bc5a3d34a8e4ef91b2e7d9500694cf",5,null,null,"2017-07-12 00:00:00","2017-07-13 01:02:28"
"edfbad2944ea758725486c3bbcd04f49","9d2aa61b374fac5dd063f36fefa602e1",3,null,null,"2018-03-28 00:00:00","2018-03-31 03:25:49"
"bbf6c18e7c5a88b6adcb69af3b971207","828a705e0645673b538e803ca75a29b6",5,null,null,"2017-10-31 00:00:00","2017-11-06 18:43:24"
"436f71c9cc0c1aab7f51dc0cd0820516","c676e726f8a14a9527b41b9dc50ca1bc",5,null,"Satisfeito\r\n","2017-11-22 00:00:00","2017-11-22 14:45:40"
"a47baae36cb2d3f2d8ab6449aee69ee4","2c1f923bfda154d36f6dad2084cbde2e",4,null,null,"2017-12-19 00:00:00","2017-12-22 12:43:53"
"b83bcebb69cf373474b4cc3b10eb0bcc","c5d9ec893ee95eb55c4fa513cc606582",4,null,null,"2017-12-13 00:00:00","2017-12-15 14:41:16"
"97d4feff1fd7129bee6cde095b9dac2a","b4039fffc67d7a5a75a3ba881d75e402",5,null,"estao de parabens... sempre chega com muiiita antecedencia..\r\n\r\nMuito obrigada.... ","2017-06-24 00:00:00","2017-06-29 13:48:21"
"352609f0f2d34ce5d3b8de817ee948d5","96b947c986b42f213c9e6b8ccccedb89",3,"Não recebi o produto.",null,"2018-08-25 00:00:00","2018-08-25 20:53:41"
"28f275d52ccd8b6614b71430481450fd","7ed1923ef9c8ce180035acd26a2d8eae",5,null,null,"2018-06-21 00:00:00","2018-06-21 20:33:50"
"d23ac17822a812782cf7f848b2a8b38b","705402bc1d956067338873d414158d09",1,null,null,"2018-04-22 00:00:00","2018-04-26 10:25:11"
"52844d80504646db0b746167070b9db0","6f0d22f1ac98ca3892d88dd39842fc3f",5,null,null,"2018-05-10 00:00:00","2018-05-11 11:56:44"
"1692078634b63c7f25aa90ee746ec498","5bc4e94aef2841f392fb6fe7ceef69b6",5,"OTIMO","OK RECOMENDO","2018-05-23 00:00:00","2018-05-28 12:48:45"
"7df70380ca80dea85f0a7f1f57fa2f87","83177602aad708cea549501386b021c6",5,null,null,"2018-01-30 00:00:00","2018-01-30 18:19:27"
"ff722b4c68783a4459a3adb9bb4e1d0d","b8702f50a689621ab21ef200b55a5b8d",3,null,"""Produto chegou, mas meu PC não conseguiu reconhecer as portas USB.""","2018-01-16 00:00:00","2018-01-18 23:25:29"
"8055e963f26f70c406ca517b2c2848e6","9218ec94cd0d96e4c3e6b8c1504aa8dc",5,null,"""Produto de muito boa qualidade, chegou antes do prazo prometido""","2017-12-17 00:00:00","2017-12-19 17:31:58"
"7404a400814a04b9776eb50e1ef725d8","a14f7f38d99c7aba5db1566db11660a2",5,null,null,"2017-10-24 00:00:00","2017-10-25 10:02:31"
"c2babb5fd0e3e13707274820a7227d25","0193a99edc8c599aaa16f9b9e991efb8",5,null,null,"2018-08-02 00:00:00","2018-08-03 04:55:37"
"e128c3709dfb7fe87f162f7b34d1cc92","f04e5abb2044dbb28bbdd9aa470e4e8a",5,null,null,"2018-03-16 00:00:00","2018-03-17 02:34:05"
"ae728c1061bf163b4bd256ad9ee0bb83","45c780334bc32cb77559a65c5f171160",1,null,"""Este foi o pedido\r\nBalde Com 128 Peças - Blocos De Montar 2 un - R$ 25,00 cada (NÃO FOI ENTREGUE)\r\nVendido e entregue targaryen\r\nTapete de Eva Nº Letras 36 Peças Crianças 1 un - R$ 35,90 (ESTE FOI ENTREG""","2018-01-04 00:00:00","2018-01-10 09:52:57"
"41926e45719f9b923357ea3bb222195f","1601df22ba2f78168443e6f729e74868",5,null,"Entrega muito rápida\r\nParabéns","2017-08-29 00:00:00","2017-08-29 21:06:01"
"2dfefb93bf83b269520fd5b13c917c31","394dd790418f78501396d1a2912d74ff",5,null,null,"2017-10-26 00:00:00","2017-10-26 23:46:47"
"f195f1c82cc4be5839a1a3a2babf3a50","bcaff5892a4def087ea5036d6b89b9db",5,null,null,"2018-01-10 00:00:00","2018-01-17 21:43:05"
"72730619a00e0ecdecf0a4ff862d8996","af76a45a10524549102e010f2bd9d3cd",1,null,"comprei tres pacotes de cinco folhas cada de papel transfer para tecido escuro e so recebi dois","2017-11-07 00:00:00","2017-11-08 21:54:58"
"ba3e82857e13ba647e843f5a4ade76c1","ebcb12dc163784a4dad2cddb8feb64aa",4,null,null,"2018-06-26 00:00:00","2018-06-26 19:47:07"
"c5d83c2523ef15209c8faf5133a7bafb","7eba0b6b5cb480d65416e26e2528d250",4,null,"""Estava faltando apenas um produto, eu recebi hoje , muito obrigada!\r\nTudo certo!\r\n\r\nAtt \r\n\r\nElenice.""","2017-12-16 00:00:00","2017-12-19 23:21:17"
"5b713e49352337557efe509b2e801183","93e87829bab4127b8692f52a73df4284",1,null,null,"2017-11-23 00:00:00","2017-11-23 10:32:13"
"4e18511741b7ba8896f192fae5858e0a","e7ec2ee871d40f0b32fb471cb07ad239",4,null,null,"2018-07-13 00:00:00","2018-07-16 01:34:42"
"ba7e2a294a1c84d89bb8346d5343b74e","2ec63bd84c4e873ee8bf8786f4942673",5,null,null,"2017-07-27 00:00:00","2017-07-27 23:51:14"
"ad0fb518df54cbb079834b68141941ee","cd2457140ff84327d7d7030053b80fce",4,null,null,"2018-08-10 00:00:00","2018-08-14 23:35:31"
"deb68e90fe56fe23b61f76e429516f26","9d7ab082d6d8a4b069683e5a77db1261",5,null,null,"2017-09-14 00:00:00","2017-09-15 11:40:08"
"766fc608e4f2683020fb0a121d9db23e","77fc7da5ef4df2c48276ae832072dcf1",5,null,"""A bolsa térmica além de linda é super espaçosa . Produto de acordo com o anunciado e a entrega super rápida , entregou bem antes do prazo .""","2018-01-10 00:00:00","2018-01-11 07:47:10"
"5c37d7ba6ef2f031c34bb4fda3454018","bbd1b9ebbc5a09d51caaa2d10e0f93b5",2,null,"Demorou de mais pra entrega ","2017-12-17 00:00:00","2017-12-17 12:14:13"
"e9cb7f668e6443a90158f7f9c90ab0f5","b98e145c0cd94f225072aa0e619d5d8f",5,null,null,"2017-12-27 00:00:00","2018-01-01 18:45:21"
"83414f98136ce687f7eb69e555b2519c","36e05888e17fa68e55b13477d9b53d3e",5,null,"super rapido a entrega .... chegou antes da data... ","2017-10-24 00:00:00","2017-10-25 19:36:57"
"46d8249ea59101c7288936c3e6f155d7","f25ddb6cd62d720a5d91fff80467930a",3,"Entrega atrasou","A entrega foi dividida em duas. Não houve comunicado do loja. Cheguei a pensar que só haviam enviado parte do produto. ","2018-01-20 00:00:00","2018-05-15 00:45:28"
"346317f9aff540395fe46893611854f8","546ffb713086001ce9f0009158f88b73",1,null,"Não funciona não faz sincronismo","2017-09-17 00:00:00","2017-09-18 23:39:56"
"2685a4800004a12ec09d27264ff1915f","5c973d2b4652e1dec15353b59339f3b4",5,null,"Recomendo a todos os clientes","2016-10-22 00:00:00","2016-10-26 17:47:19"
"0dc56be1dabd04c994a0fce5478bb16d","f4c47c5163aecbdc7ce04fa55857b332",4,null,null,"2017-10-10 00:00:00","2017-10-11 14:23:53"
"c422274e50e900b46fee429016c5458d","950bb159eea525ff8947b92c93b02f8e",3,null,"Gostei ","2017-09-24 00:00:00","2017-09-25 14:09:58"
"369d4e59eab6f38a28c5033120180bdd","36d5bd2a92fd8d42046d3fd105357dba",5,null,null,"2017-06-22 00:00:00","2017-06-22 23:36:13"
"5a27bebda2d497ab1fbc6f425abdc6b8","824ed066dde5116b8bcf4d75381e056d",5,null,null,"2018-04-12 00:00:00","2018-04-13 11:56:19"
"a95d9b8de163612abddc0a2aae1131d5","140d9953eb16589e277967bbfcdf7ac5",3,null,null,"2018-08-26 00:00:00","2018-08-28 15:04:49"
"4ada105731802020d66105508076cb49","6f393015477564624446a2b4c948c0f0",3,null,null,"2018-02-01 00:00:00","2018-02-01 06:26:39"
"0d4821be98f78d25e14f37ac9d320a84","cc3db854dd878770935397762ee0e1ce",5,null,null,"2018-04-05 00:00:00","2018-04-05 23:19:58"
"0ea6bcf44daa35a34247b889d2d21c9e","3284a74080329a1d90714bf77280db30",5,null,null,"2018-03-09 00:00:00","2018-03-11 15:27:10"
"3f6d9482c57cdb5fc7012f7b9b5ed4c5","2a3251c95a3d5c57ed230021faa588a0",5,null,"OTIMA","2018-04-19 00:00:00","2018-04-22 12:25:48"
"a55012f5c7e74353e92986be15d133b6","54b73f808b0ff25da4276773c30ac269",5,null,"""Gostei muito do jogo de banho.A estampa florida, o bordado, tudo muito bonito. Ótimo produto.""","2017-06-03 00:00:00","2017-06-04 02:22:55"
"8e42039f9508e0fb21b61262ba2ce672","bea1d77e861b4f44276f02d599d25705",4,null,null,"2017-05-30 00:00:00","2017-05-31 14:13:00"
"487f8ff16eaf366dc7c01652202048c3","d5ba80d74b52c335ae36398d6159e6ee",1,null,"""Chegou apenas uma peça, mas na nota e na garantia constam as duas joias.""","2017-08-22 00:00:00","2017-08-22 23:45:13"
"d95ffc47f9741048c6872cb8d3ed0e8b","f41ef35b2b93249c5239c5df242e8b28",5,null,null,"2018-05-16 00:00:00","2018-05-16 23:16:38"
"072aa82842434b050889c89a33c699a7","f1367a0a8fa445363c4e6d5a529db4a5",3,null,null,"2017-11-15 00:00:00","2017-11-16 08:47:52"
"b47ad9b11251939a7f684c19cf317830","54489dc43b208728294699a03e704d91",4,null,null,"2017-08-18 00:00:00","2017-08-21 14:30:49"
"ef8ae544c432bb1053ba5990bd0d6227","e18ebd6286697a3f0f6fe267d8286cb2",1,null,"EU NÃO RECEBI O PRODUTO E CONSTA NO SISTEMA QUE EU RECEBI ALÉM DE PAGAR CARO DO FRETE ","2018-01-12 00:00:00","2018-01-13 00:28:49"
"aaab917291fea34988b9a0cb60e0716f","560f7585b57fcc9579460fa21c0d8ec1",1,null,"""Comprei o relógio, unissex e enviaram um relógio feminino, bem menor que as especificações do anúncio.""","2018-04-05 00:00:00","2018-04-06 11:06:19"
