"order_id","order_item_id","product_id","seller_id","shipping_limit_date","price","freight_value"
"000e63d38ae8c00bbcb5a30573b99628",1,"553e0e7590d3116a072507a3635d2877","1c129092bf23f28a5930387c980c0dfc","2018-03-29 20:07:49",47.9,8.88
"000e906b789b55f64edcb1f84030f90d",1,"57d79905de06d8897872c551bfd09358","ea8482cd71df3c1969d7b9473ff13abc","2017-11-27 19:09:02",21.99,11.85
"000f25f4d72195062c040b12dce9a18a",1,"1c05e0964302b6cf68ca0d15f326c6ba","7c67e1448b00f6e969d365cea6b010ab","2018-03-21 11:10:11",119.99,44.4
"001021efaa8636c29475e7734483457d",1,"5d7c23067ed3fc8c6e699b9373d5890b","6560211a19b47992c3666cc44a7e94c0","2018-03-05 09:35:41",49,15.1
"0010b2e5201cc5f1ae7e9c6cc8f5bd00",1,"5a419dbf24a8c9718fe522b81c69f61a","3504c0cb71d7fa48d967e0e4c94d59d9","2017-09-15 18:04:37",48.9,16.6
"00119ff934e539cf26f92b9ef0cdfed8",1,"21b1c2f67a9aafb5af0eb06c13b9dbda","c864036feaab8c1659f65ea4faebe1da","2017-08-11 00:35:12",219.9,16.98
"0011d82c4b53e22e84023405fb467e57",1,"c389f712c4b4510bc997cee93e8b1a28","bfd27a966d91cfaafdb25d076585f0da","2018-01-29 21:51:25",289,26.33
"00125cb692d04887809806618a2a145f",1,"1c0c0093a48f13ba70d0c6b0a9157cb7","41b39e28db005d9731d9d485a83b4c38","2017-03-29 13:05:42",109.9,25.51
"00130c0eee84a3d909e75bc08c5c3ca1",1,"89321f94e35fc6d7903d36f74e351d40","16090f2ca825584b5a147ab24aa30c86","2018-06-14 05:16:24",27.9,7.94
"0013503b13da1eac686219390b7d641b",1,"38afdf723b95d455b418a0f57d623c6b","1554a68530182680ad5c8b042c3ab563","2017-12-13 03:16:36",119.9,17.32
"00137e170939bba5a3134e2386413108",1,"672e757f331900b9deea127a2a7b79fd","e59aa562b9f8076dd550fcddf0e73491","2017-11-30 06:30:55",397,24.65
"001427c0ec99cf8af737bd88e92fd444",1,"28b4eced95a52d9c437a4caf9d311b95","77530e9772f57a62c906e1c21538ab82","2018-04-12 19:08:28",59.9,23.35
"00143d0f86d6fbd9f9b38ab440ac16f5",1,"e95ee6822b66ac6058e2e4aff656071a","a17f621c590ea0fab3d5d883e1630ec6","2017-10-20 16:07:52",21.33,15.1
"00143d0f86d6fbd9f9b38ab440ac16f5",2,"e95ee6822b66ac6058e2e4aff656071a","a17f621c590ea0fab3d5d883e1630ec6","2017-10-20 16:07:52",21.33,15.1
"00143d0f86d6fbd9f9b38ab440ac16f5",3,"e95ee6822b66ac6058e2e4aff656071a","a17f621c590ea0fab3d5d883e1630ec6","2017-10-20 16:07:52",21.33,15.1
"0014ae671de39511f7575066200733b7",1,"23365beed316535b4105bd800c46670e","92eb0f42c21942b6552362b9b114707d","2017-05-29 03:15:24",16.5,14.1
"0015ebb40fb17286bea51d4607c4733c",1,"50fd2b788dc166edd20512370dac54df","8b321bb669392f5163d04c59e235e066","2018-01-18 09:11:24",21.9,15.1
"00169e31ef4b29deaae414f9a5e95929",1,"b10eba910a974df70b8a12d0665cdb9e","a3e9a2c700480d9bb01fba070ba80a0e","2018-01-23 03:35:47",39,16.11
"0016dfedd97fc2950e388d2971d718c7",1,"4089861a1bd4685da70bddd6b4f974f1","a35124e2d763d7ca3fbe3b97d143200f","2017-05-05 10:05:12",49.75,20.8
"0017afd5076e074a48f1f1a4c7bac9c5",1,"fe59a1e006df3ac42bf0ceb876d70969","25c5c91f63607446a97b143d2d535d31","2017-04-24 22:25:19",809.1,44.29
"001862358bf858722e1e2ae000cfed8b",1,"c6dd917a0be2a704582055949915ab32","7a67c85e85bb2ce8582c35f2203ad736","2018-02-13 19:10:37",99.99,13.72
"0019c29108428acffd089c36103c9440",1,"28b4eced95a52d9c437a4caf9d311b95","77530e9772f57a62c906e1c21538ab82","2018-03-12 06:50:26",59.9,19.95
"001ab0a7578dd66cd4b0a71f5b6e1e41",1,"0b0172eb0fd18479d29c3bc122c058c2","5656537e588803a555b8eb41f07a944b","2018-01-04 02:33:42",24.89,17.63
"001ab0a7578dd66cd4b0a71f5b6e1e41",2,"0b0172eb0fd18479d29c3bc122c058c2","5656537e588803a555b8eb41f07a944b","2018-01-04 02:33:42",24.89,17.63
"001ab0a7578dd66cd4b0a71f5b6e1e41",3,"0b0172eb0fd18479d29c3bc122c058c2","5656537e588803a555b8eb41f07a944b","2018-01-04 02:33:42",24.89,17.63
"001ac194d4a326a6fa99b581e9a3d963",1,"dbaee28f4ee64465838a229582d77520","ffc470761de7d0232558ba5e786e57b7","2018-07-10 02:51:10",54,8.54
"001b76dd48a5b1eee3e87778daa40df8",1,"dbb67791e405873b259e4656bf971246","9c0e69c7bf2619675bbadf47b43f655a","2018-04-02 17:50:17",81.99,13.01
"001c85b5f68d2be0cb0797afc9e8ce9a",1,"84f456958365164420cfc80fbe4c7fab","4a3ca9315b744ce9f8e9374361493884","2017-11-29 22:38:47",99,13.71
"001d8f0e34a38c37f7dba2a37d4eba8b",1,"e67307ff0f15ade43fcb6e670be7a74c","f4aba7c0bca51484c30ab7bdc34bcdd1","2017-05-18 17:35:11",18.99,7.78
"001d8f0e34a38c37f7dba2a37d4eba8b",2,"e67307ff0f15ade43fcb6e670be7a74c","f4aba7c0bca51484c30ab7bdc34bcdd1","2017-05-18 17:35:11",18.99,7.78
"001daeb0eddc45b999bad0801ad9d273",1,"30c01cc81c9eb80469371743813789cc","f45122a9ab94eb4f3f8953578bc0c560","2017-05-25 02:15:20",38.33,16.79
"001dbc16dc51075e987543d23a0507c7",1,"777d2e438a1b645f3aec9bd57e92672c","4a3ca9315b744ce9f8e9374361493884","2017-02-01 13:17:57",69.9,18
"001e7ba991be1b19605ca0316e7130f9",1,"884fa3cd42986ba480ea2f8ae4e25ff7","3340ef1913fb70d28420f6ceb685c339","2017-03-23 11:47:37",195,18.21
"001e7cf2ad6bef3ade12ebc56ceaf0f3",1,"bdcf6a834e8faa30dac3886c7a58e92e","2a84855fd20af891be03bc5924d2b453","2018-05-22 10:59:50",35.9,15.2
"0020262c8a370bd5a174ea6a2a267321",1,"a5341e3f8155dbb3e62323d3ea289729","ff063b022a9a0aab91bad2c9088760b7","2017-12-04 09:58:07",79.5,21.05
"0020a222f55eb79a372d0efee3cca688",1,"e19ddcc85537b41f22116c8d5425ef46","8a32e327fe2c1b3511609d81aaf9f042","2017-08-21 03:03:44",29.99,15.1
"002175704e8b209f61b9ad5cfd92b60e",1,"e6b6e13cf71449a457269f425b89dc74","b2ba3715d723d245138f291a6fe42594","2018-04-26 12:30:57",109.9,13.21
"00229e4e43f7a7e0b9dd819ad43268d3",1,"13fcfc313dfb2217e5ee3000a702f9ef","c3cfdc648177fdbbbb35635a37472c53","2018-04-10 16:50:11",74.9,16.49
"0025081dcf9330f9a5052ae82c6ce396",1,"4e3f399366b0047a572b6682f9bb166e","5f3ae9136c875522250f8184f253413a","2018-04-02 16:35:20",14.95,18.23
"00254baeb6c932b0a8aeead91fbd02b5",1,"18901878788fec7ddc55e64d1ace8187","e8b4225284fbb02d16f200513f1f395d","2018-05-14 22:14:46",149.9,43.11
"00259a44fcad3fc0474329e925d14fc3",1,"0c4d0a08f95c7b7dc5dc7402bfdafd4c","9f505651f4a6abe901a56cdc21508025","2018-01-03 17:59:35",19.99,14.1
"0025c5d1a8ca53a240ec2634bb4492ea",1,"35537536ed2b4c561b4018bf3abf54e0","955fee9216a65b617aa5c0531780ce60","2018-07-10 09:30:09",390,29.39
"002611a77fe03d076285fd4ca95db77c",1,"fe077ec80df6b4ee60bb4498d5ab1962","87142160b41353c4e5fca2360caf6f92","2018-03-07 02:49:09",135,21.75
"002691433f09002ac9ca0c4e8dbb8ead",1,"430d215740da7fdda91cc938f8fd92f6","0887a9f087bcd5d9f6642b52f897fc6c","2017-02-06 21:18:03",104,16.43
"0026a368634b6e6f34f33b1499773a30",1,"892832da5b05b0f54578e1f14f193c22","12b9676b00f60f3b700e83af21824c0e","2017-11-10 21:26:45",149,15.8
"00275bce676303c3bfd7292aefdfa223",1,"6490b9f63b0b595e1c1402b46b0f50ad","99eaacc9e6046db1c82b163c5f84869f","2017-12-04 03:32:47",279.9,13.46
"00276d5c3491fbf55305e26891040df9",1,"71c89e9d8fa274b017279aa322cd0e19","8f78f0903005064036736c7173a5c2ed","2018-02-27 11:55:57",44.9,23.22
"002834535f7a609a5c68266f173fa59e",1,"df3655ac9aa8c6cbfa63bdd8d3b09c50","ea8482cd71df3c1969d7b9473ff13abc","2018-07-26 17:44:36",37.99,19.18
"0028de0ca693a1bb26448916a81105cc",1,"059344baebbeaa42fa9f2bbe11b1583e","955fee9216a65b617aa5c0531780ce60","2018-08-21 03:35:17",29.99,15.31
"002955b0acc63d04f6724a31967e82bd",1,"d9bdf643d95cb89844c0da1a0df1d16e","058fd0aa2bfdb2274e05e1ae971dabb6","2017-12-22 15:51:31",120,15.59
"0029c5db35ef291ce99d1262012e7daa",1,"7614c62b86a81021243e438cfde78ccc","900ba814c251a692506d7834c1218441","2018-09-03 03:50:23",492.75,21.62
"0029f17cf0e7640c5cb6825af681303f",1,"01c666c82f414c762ad21bffa56e8b49","d3dcf0604eabf0224fbd5948b5e02f69","2018-05-08 12:14:52",94.9,18.54
"002af7fa9eb99d1456bceb6a13d6fc0b",1,"c2ece64199af7a53793ed9612a89a8cd","6c7d50c24b3ccd2fd83b44d8bb34e073","2018-02-22 19:46:50",88.34,21.11
"002b430ff89b3a24c31a1170acbbedea",1,"cc47c0863559499f01b4cad750929d10","7a67c85e85bb2ce8582c35f2203ad736","2017-06-26 22:10:14",199.99,65.56
"002b4e6fa42cd4a22cc86abc18fe9c05",1,"a6f449f6257f26e556013151cee46b4b","b1a81260566c1bac3114a6d124413f27","2018-03-15 10:35:37",99.9,19.67
"002c9def9c9b951b1bec6d50753c9891",1,"2d9ff06c8870a518f5f6909774e140fb","00720abe85ba0859807595bbf045a33b","2018-05-21 17:32:03",78,8.9
"002c9def9c9b951b1bec6d50753c9891",2,"2d9ff06c8870a518f5f6909774e140fb","00720abe85ba0859807595bbf045a33b","2018-05-21 17:32:03",78,8.9
"002d040018d12a3853c059f7f23ab5b1",1,"97c58626cc3e15d514d2095f69650220","fe2032dab1a61af8794248c8196565c9","2017-11-27 03:47:23",155,14.84
"002f16b7bc4530031b7d90f791b12d8a",1,"d54c5b81fc2b38707588dd4eddc7c594","0241d4d5d36f10f80c644447315af0bd","2018-07-04 17:11:12",249.9,34.23
"002f19a65a2ddd70a090297872e6d64e",1,"9eae06d51aaa383b2bed5547a19d581c","1835b56ce799e6a4dc4eddc053f04066","2018-03-27 13:15:27",53.98,23.31
"002f98c0f7efd42638ed6100ca699b42",1,"d41dc2f2979f52d75d78714b378d4068","7299e27ed73d2ad986de7f7c77d919fa","2017-08-10 09:30:15",8.99,32.57
"002f98c0f7efd42638ed6100ca699b42",2,"880be32f4db1d9f6e2bec38fb6ac23ab","fa40cc5b934574b62717c68f3d678b6d","2017-08-10 09:30:15",44.9,7.16
"0030d783f979fbc5981e75613b057344",1,"ae27a5524edb2c8dc4656c670f458fb7","8e6cc767478edae941d9bd9eb778d77a","2017-11-29 23:13:38",60.6,17.67
"0030ff924c38549807645976adeef2c0",1,"bd7cab8de4d7943286634023cc06f8ff","855668e0971d4dfd7bef1b6a4133b41b","2018-04-06 17:10:21",225,67.24
"00310b0c75bb13015ec4d82d341865a4",1,"c8e7c2ef329fcda4a233e7e2f8bb8b7d","a2deecd5398f5df4987110c80a1972a3","2018-08-17 15:04:25",39.9,15.38
"00324b3eda39ba5ecce3945823e3594c",1,"54e5063e43f27f747d592eb24e913150","0dd184061fb0eaa7ca37932c68ab91c5","2018-04-17 09:12:11",76,34.07
"0032d07457ae9c806c79368d7d9ce96b",1,"08279c494018541f71443c07d77560f8","e333046ce6517bd8bb510291d44f0130","2018-03-15 19:28:51",159,27.19
"003324c70b19a16798817b2b3640e721",1,"2b939dc9b176d7fa21594d588815d4a4","dbc22125167c298ef99da25668e1011f","2017-05-24 19:22:34",102.9,14.45
"003324c70b19a16798817b2b3640e721",2,"2b939dc9b176d7fa21594d588815d4a4","dbc22125167c298ef99da25668e1011f","2017-05-24 19:22:34",102.9,14.45
"00335b686d693c7d72deeb12f8e89227",1,"87b08e712cc4c9fe70984c5a24b29e2f","f00e21b1e91a79653163b7fd8f293ff1","2017-07-28 03:45:26",63.9,16.89
"00335f75ea6a4455b524a8dd177067f5",1,"e1bf2f209fd2b08e1af3ed71732d9008","70c27847eca8195c983ed7e798c56743","2018-05-02 22:10:29",168.8,8.21
"00337fe25a3780b3424d9ad7c5a4b35e",1,"1f9799a175f50c9fa725984775cac5c5","cfb1a033743668a192316f3c6d1d2671","2017-09-29 17:50:16",59.9,9.94
"00337fe25a3780b3424d9ad7c5a4b35e",2,"13944d17b257432717fd260e69853140","cfb1a033743668a192316f3c6d1d2671","2017-09-29 17:50:16",59.9,9.94
"003423b755b562962a6225a8de40d12e",1,"84904413b82eee333a3f79137e8d197e","23c38debaffe4a25a30fdbd9b586a13f","2018-07-18 04:25:09",232.75,28.58
"00345f338696283410b7977d2e3efc89",1,"0f2fd0a589cb7849c1dbedbd4109c2f8","516e7738bd8f735ac19a010ee5450d8d","2018-08-23 15:11:40",48.9,18.44
"0035246a40f520710769010f752e7507",1,"8a6187b2665118d5095f99a25fd7ba7a","4a3ca9315b744ce9f8e9374361493884","2017-08-23 01:25:39",87,12.11
"0035c0b07126fe9c24a325216fb96064",1,"ec02a5d380128f7a188e9ce8f3ddd832","8444e55c1f13cd5c179851e5ca5ebd00","2017-12-12 01:29:45",131.9,18.54
"0035e6b7ade84b3f5b86bd49814793df",1,"71a5f1c2a5fd9889ef26b5ac22aec9c6","537eb890efff034a88679788b647c564","2018-02-27 03:31:08",19.9,14.1
"0036757472ece3dde52fd4bfd929c90e",1,"4c1bbc12438daec98a77243c2bf7a3ba","7c67e1448b00f6e969d365cea6b010ab","2018-08-08 15:10:11",136.99,66.04
"0036887767dea4bd43b1a88cd0d9477a",1,"3a264b078bf20e98f315ff65c23fa263","46dc3b2cc0980fb8ec44634e21d2718e","2017-10-19 01:07:30",399.99,23.64
"00378c6c981f234634c0b9d6128df6dd",1,"38fa750a3a3b3204f169c86a3284d387","218d46b86c1881d022bce9c68a7d4b15","2018-02-08 19:50:27",41,11.85
"003822434f91204da0a51fe4cf2aba18",1,"99e71b776debf2f01a69dce207e3e4f8","c54679b132454625907c773d273d4126","2018-06-21 02:30:28",69,18.58
"003822434f91204da0a51fe4cf2aba18",2,"99e71b776debf2f01a69dce207e3e4f8","c54679b132454625907c773d273d4126","2018-06-21 02:30:28",69,18.58
"0039500db36d50d7d0bfaf23723550f3",1,"62984ea1bba7fcea1f5b57084d3bf885","c3cfdc648177fdbbbb35635a37472c53","2018-07-10 10:51:09",169.9,33.33
"003a7f59d7e08a9c61d9e2881fe6459c",1,"a4d286543a67e29c930c99cbd7a55a8f","b410bdd36d5db7a65dcd42b7ead933b8","2018-08-22 11:49:46",119,15.28
"003a94f778ef8cfd50247c8c1b582257",1,"452f66a0f164cac57802e2cea93188ac","f80edd2c5aaa505cc4b0a3b219abf4b8","2018-08-07 15:05:14",39.9,18.08
"003cc6161d7a2593f2525cce0c330d32",1,"fadc89c2a60ff96b18827644074dfd70","53e4c6e0f4312d4d2107a8c9cddf45cd","2018-08-07 20:04:14",85,12.9
"003d0634280ff3d1d3a54459349a6899",1,"db886bd83f6a076a2caeb7fd02722c35","8e6d7754bc7e0f22c96d255ebda59eba","2018-03-22 18:08:43",220,8.89
"003d804eef0e1b856881cd18e0cc0d4c",1,"41402af2a88247152583bb812ba235dd","4869f7a5dfa277a7dca6462dcf3b52b2","2017-11-27 12:15:18",277,35.74
"003d9fc84ad902adf2265248b5ffe1a4",1,"3fbc0ef745950c7932d5f2a446189725","06a2c3af7b3aee5d69171b0e14f0ee87","2018-08-22 19:35:22",66.99,27.75
"003edccf16bc5ec447f592913b3df2b4",1,"500870614ddcf5bd84f7d26861026c8a","ef506c96320abeedfb894c34db06f478","2018-07-12 10:15:21",14,50.85
"003f201cdd39cdd59b6447cff2195456",1,"656e0eca68dcecf6a31b8ececfabe3e8","0b90b6df587eb83608a64ea8b390cf07","2018-03-05 17:10:41",85,17.03
"003f201cdd39cdd59b6447cff2195456",2,"656e0eca68dcecf6a31b8ececfabe3e8","0b90b6df587eb83608a64ea8b390cf07","2018-03-05 17:10:41",85,17.03
"003f9bcc09427647c4b9d361a523545b",1,"4bc3ab2ff016887e619e587a993af3bf","7e93a43ef30c4f03f38b393420bc753a","2018-02-12 13:15:37",229,9.8
"00404fa7a687c8c44ca69d42695aae73",1,"53b36df67ebb7c41585e8d54d6772e08","7d13fca15225358621be4086e1eb0964","2018-05-15 04:31:26",99.9,0
"0040a56893444cb56cba7cfe2225e34e",1,"3f14d740544f37ece8a9e7bc8349797e","f457c46070d02cadd8a68551231220dd","2018-01-29 00:15:10",84.9,34.39
"004157daafa0bc8672e01f00e4f0c04f",1,"8b5632d7a4f86bd2f1331355305427e6","624f4ece8da4aafb77699233d480f8ef","2017-05-25 13:25:15",189,33.91
"00418a49a685c6bb60633291c3fab17a",1,"5e21d5cab5d33e770d8150a4ee6117db","6560211a19b47992c3666cc44a7e94c0","2017-10-09 20:50:45",49,7.78
"004345d16a1ab2c21962992c721c8643",1,"d0fb1e667e989933a80444f93da833c0","0be8ff43f22e456b4e0371b2245e4d01","2018-07-10 07:31:33",37.9,15.37
"0044c6f6d22dd280534344177c81b989",1,"01cf56cd6138b926a4802d16fc304149","06e5eefc71ec47ae763c5c6f8db7064f","2018-05-23 17:15:37",179.93,16.14
"0045e3085f083f0f38d24bb3f22e6593",1,"9545d45c37449ccbc376de3a04c66e71","431af27f296bc6519d890aa5a05fdb11","2017-08-17 07:15:16",116.9,13.84
"0045f5225a96ef46630701167528fdcb",1,"86a11a09edde2267675505fc4d56d9b0","3db66a856d18a9cba7c9241fc5221c50","2018-06-19 04:17:48",94.9,15.51
"0046176ff0dbc2a178b7885355dfbb71",1,"19f0917ba5781b978298ffcd9ae225c1","43f8c9950d11ecd03a0304a49e010da6","2018-06-06 19:35:18",121.99,15.73
"0046e1d57f4c07c8c92ab26be8c3dfc0",1,"ff6caf9340512b8bf6d2a2a6df032cfa","38e6dada03429a47197d5d584d793b41","2017-10-02 15:49:17",7.79,7.78
"00471463a6106056c1a2a809f70de640",1,"9df0e8a7eef2a38b74e6d5c0e224b11f","7c67e1448b00f6e969d365cea6b010ab","2017-10-03 22:46:14",179.99,85.97
"00482f2670787292280e0a8153d82467",1,"a9c404971d1a5b1cbc2e4070e02731fd","702835e4b785b67a084280efca355756","2017-02-17 16:18:07",7.6,10.96
"0049edf42837aa808e03552a62bd2158",1,"389d119b48cf3043d311335e499d9c6b","1f50f920176fa81dab994f9023523100","2018-01-05 12:48:10",49.9,17.6
"004b62108b876867938746ad3154167f",1,"c589625c8ccc7bfd2e8f1fb041e24c4a","c70c1b0d8ca86052f45a432a38b73958","2018-07-10 05:31:03",110.32,8.03
"004ba47bb589cdbc485e6025bd6d3c81",1,"8c5876b1c7768217964f353bc7e64393","0db783cfcd3b73998abc6e10e59a102f","2017-12-29 20:48:10",49,11.85
"004ca5ae248069d68e8594df8abf6ce0",1,"cd71c76f5ab15f51f24fb214fc42d8ab","620c87c171fb2a6dd6e8bb4dec959fc6","2018-06-14 18:52:39",159.9,61.18
"004d76fef3dd46eb4f70da049c8d1f93",1,"28a652ff04e43c1bc57937a9f8770f9b","3d871de0142ce09b7081e2b9d1733cb1","2017-12-27 11:10:33",120,27.39
"004eab0fd8f28adaf8d488976f77febe",1,"0c753fe6a58dfa7a27bda5de76e779c3","7586919161935337bf6b6d7ff5779648","2017-08-08 15:45:17",21.5,11.98
"004f5d8f238e8908e6864b874eda3391",1,"5a848e4ab52fd5445cdc07aab1c40e48","c826c40d7b19f62a09e2d7c5e7295ee2","2018-03-06 09:29:25",122.99,15.61
"004fb11815bc03b01b20a614eef69d14",1,"68c923fddf7f83316b53252eaf830724","7a67c85e85bb2ce8582c35f2203ad736","2017-11-30 14:16:42",72.99,19.75
"004fb5e6f90a178dc74ad2b016649249",1,"601a360bd2a916ecef0e88de72a6531a","7a67c85e85bb2ce8582c35f2203ad736","2017-06-15 10:02:38",129.99,13.93
"005059edee63c8c708ba61910793b31b",1,"84f456958365164420cfc80fbe4c7fab","4a3ca9315b744ce9f8e9374361493884","2018-02-12 18:30:33",92,17.89
"005059edee63c8c708ba61910793b31b",2,"84f456958365164420cfc80fbe4c7fab","4a3ca9315b744ce9f8e9374361493884","2018-02-12 18:30:33",92,17.89
"00526a9d4ebde463baee25f386963ddc",1,"0c4a0f8ab44f9acd2d04e7024f9ba362","7210cd29727d674c00741e5e387b3ccd","2018-08-14 22:15:22",33.89,8.4
"00526a9d4ebde463baee25f386963ddc",2,"0c4a0f8ab44f9acd2d04e7024f9ba362","7210cd29727d674c00741e5e387b3ccd","2018-08-14 22:15:22",33.89,8.4
"00526a9d4ebde463baee25f386963ddc",3,"0c4a0f8ab44f9acd2d04e7024f9ba362","7210cd29727d674c00741e5e387b3ccd","2018-08-14 22:15:22",33.89,8.4
"00526a9d4ebde463baee25f386963ddc",4,"0c4a0f8ab44f9acd2d04e7024f9ba362","7210cd29727d674c00741e5e387b3ccd","2018-08-14 22:15:22",33.89,8.4
"0055b77cca3186676c147f532dd2547b",1,"d1c427060a0f73f6b889a5c7c61f2ac4","a1043bafd471dff536d0c462352beb48","2018-02-25 22:47:21",149,40.37
"0057199db02d1a5ef41bacbf41f8f63b",1,"41eee23c25f7a574dfaf8d5c151dbb12","e5a3438891c0bfdb9394643f95273d8e","2018-01-25 09:07:51",20.3,16.79
"00571ded73b3c061925584feab0db425",1,"8695c431b31927efef5343e675f279e7","fe2032dab1a61af8794248c8196565c9","2017-05-25 21:10:16",179.9,15.01
"00571ded73b3c061925584feab0db425",2,"8695c431b31927efef5343e675f279e7","fe2032dab1a61af8794248c8196565c9","2017-05-25 21:10:16",179.9,15.01
"00584d79015452d19fd3d044ba3abdc0",1,"d9c01b484ada6a360c2715a08fdf1568","7202e2ba20579a9bd1acb29e61fe71f6","2017-07-27 19:27:31",109.9,12.27
"00588f5f20fee630b83d4709e0a42715",1,"bd6e8cf9fe4122c385da2bcb9f979d5d","4e922959ae960d389249c378d1c939f5","2017-08-29 16:04:45",89,25.9
"005997dca4c1fc45066d0a03d54a6469",1,"2948658cb6abc82847412be7201bfc4c","955fee9216a65b617aa5c0531780ce60","2018-04-16 18:15:20",120,13.75
"005a1dded353107dbabf8ffc83a20365",1,"7e6c4a0bf900e259f50ba63331fd2785","6560211a19b47992c3666cc44a7e94c0","2018-02-15 18:10:50",75,14.28
"005b49de51a4e006055e8487a50ad8e4",1,"381169576b9f3c083a1c3261da161a3b","8c16d1f32a54d92897cc437244442e1b","2017-04-13 13:50:09",46.86,14.52
"005cad6157eadc7f1f09917607f1704a",1,"7e97894cc00196a56d6ec315c68b2353","7008613ea464bad5cb9b83456e1e6a8f","2017-04-20 16:45:13",96,14.84
"005d9a5423d47281ac463a968b3936fb",1,"fb7a100ec8c7b34f60cec22b1a9a10e0","d98eec89afa3380e14463da2aabaea72","2017-10-24 12:28:16",49.99,18.12
"005d9a5423d47281ac463a968b3936fb",2,"4c3ae5db49258df0784827bdacf3b396","d98eec89afa3380e14463da2aabaea72","2017-10-24 12:28:16",24.99,13.58
"005d9a5423d47281ac463a968b3936fb",3,"4c3ae5db49258df0784827bdacf3b396","d98eec89afa3380e14463da2aabaea72","2017-10-24 12:28:16",24.99,13.58
"005e5166e99d1e4d0c4f808b0540ba94",1,"03bb24d19ea7449ce170e0888d830707","e9bc59e7b60fc3063eb2290deda4cced","2018-03-01 02:09:02",120.1,16.6
"005f25968fc854ea16fb16f5bdbc87c7",1,"f9259c9e7c0f12c70f7a81409680a5ff","3db66a856d18a9cba7c9241fc5221c50","2018-03-08 14:50:50",69.9,16.25
